ticket_id,created_date,category,subcategory,priority,issue_description,root_cause,resolution,assigned_team,resolution_time_hours
INC102991,2025-08-15 19:50:28,Active Directory,Group Policy,Medium,Access issues following Active Directory OU restructure,"Group Policy Objects linked to the previous organizational unit were not linked to the new OU, causing loss of policy-based resource access.","Reviewed GPO links in Group Policy Management Console, linked the appropriate policies to the new organizational unit, ran gpupdate /force on affected machines, and confirmed restored access.",Security Team,8.2
INC102992,2025-08-16 01:12:09,Password Reset,Sync Failure,High,Cloud password out of sync with on-prem Active Directory,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,7.2
INC102993,2025-08-16 08:08:17,SharePoint,Access Denied,Medium,SharePoint site shows error when navigating to specific library,The user's permission group had been removed from the SharePoint site during a recent permissions audit.,"Reviewed site permissions in SharePoint admin settings, re-added the user to the appropriate SharePoint group, verified inherited permissions on relevant document libraries, and confirmed the user could access the site.",Cloud Operations,18.2
INC102994,2025-08-16 13:06:09,Office 365,Installation,Medium,Office 365 installation fails on newly issued laptop,A corrupted previous installation of Office on the device was conflicting with the new installation attempt.,"Ran the Microsoft Support and Recovery Assistant to fully remove remnants of the previous Office installation, downloaded a fresh installer from the Microsoft 365 portal, and confirmed successful installation and activation.",Desktop Support,23.9
INC102995,2025-08-17 01:46:12,Password Reset,Sync Failure,Medium,User can log into Windows but not Office 365 with new password,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,18.5
INC102996,2025-08-17 06:16:26,VPN,Authentication,Low,Unable to connect to remote network following credential update,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,61.2
INC102997,2025-08-18 00:21:54,Outlook,Sync Issue,Medium,New emails not appearing in Outlook inbox despite arriving on webmail,"The local OST cache file had become corrupted, preventing synchronization between the Outlook client and the Exchange Online mailbox.","Closed Outlook, deleted the corrupted OST file from the local profile cache, reopened Outlook to trigger a fresh download of mailbox data, and confirmed new emails were syncing correctly.",Messaging Team,11.2
INC102998,2025-08-18 05:05:43,Database,Backup Failure,Medium,Nightly backup job did not complete successfully,Insufficient disk space on the backup storage volume caused the scheduled backup job to fail partway through.,"Cleared outdated backup files according to retention policy to free up disk space, expanded the backup storage volume, manually triggered a full backup to confirm success, and verified the backup job schedule resumed normally.",Application Support,23.0
INC102999,2025-08-18 07:13:56,Printer,Scan to Email,Medium,Scanned documents not arriving via email from copier,The SMTP relay credentials stored on the multifunction printer had expired after a scheduled password rotation.,"Updated the SMTP authentication credentials in the printer's web configuration panel, tested the scan-to-email function with a sample document, and confirmed successful delivery.",Desktop Support,9.4
INC103000,2025-08-18 08:15:21,Network,Outage,High,Multiple users in one building reporting no network access,A core switch failure in the building's network closet caused a loss of connectivity for all connected devices.,"Identified the failed core switch via monitoring alerts, failed over traffic to the redundant switch, replaced the faulty hardware, and restored full connectivity for the affected department.",Network Team,9.2
INC103001,2025-08-18 08:26:19,Active Directory,Account Disabled,Medium,Active employee's account was mistakenly deactivated,An automated offboarding script incorrectly matched and disabled an active employee's account due to a similar username to a departing employee.,"Identified the cause via audit logs, re-enabled the user account in Active Directory, verified all group memberships and permissions remained intact, and flagged the offboarding script for a logic fix to prevent recurrence.",Security Team,15.5
INC103002,2025-08-18 09:40:40,WiFi,Performance,Medium,WiFi speeds are extremely slow in the conference room,Access point congestion due to a high density of connected devices in one area was exceeding the recommended client capacity per access point.,"Analyzed access point client load using the wireless controller dashboard, deployed an additional access point to balance the load, enabled band steering to push capable devices to the less congested 5GHz band, and confirmed improved speeds.",Network Team,12.7
INC103003,2025-08-18 11:42:54,Microsoft Teams,Application Crash,Low,Teams desktop client will not finish loading,A corrupted local Teams cache was preventing the application from initializing correctly.,"Closed Teams completely from Task Manager, cleared the Teams cache folder from the local AppData directory, restarted the application, and confirmed Teams loaded and signed in successfully.",Cloud Operations,54.4
INC103004,2025-08-18 12:14:35,Printer,Print Quality,Low,Printed documents have streaks and faded text,"The toner cartridge was low and the print drum required cleaning, resulting in degraded print quality.","Replaced the low toner cartridge, cleaned the print drum and rollers per manufacturer guidance, ran a test print and calibration cycle, and confirmed print quality was restored.",Desktop Support,48.8
INC103005,2025-08-18 13:01:35,SharePoint,Performance,High,Document libraries in SharePoint are loading very slowly,"An oversized document library with over 100,000 items without proper indexing was causing slow query performance.","Reviewed the document library structure, created additional indexed columns for frequently filtered fields, reorganized content into multiple libraries to reduce item count per view, and confirmed improved load times.",Application Support,5.3
INC103006,2025-08-18 15:17:25,WiFi,Device Onboarding,Critical,Newly issued tablet not connecting to office WiFi,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,3.4
INC103007,2025-08-18 18:49:02,Printer,Scan to Email,Low,Scan-to-email function on the office MFP stopped working,The SMTP relay credentials stored on the multifunction printer had expired after a scheduled password rotation.,"Updated the SMTP authentication credentials in the printer's web configuration panel, tested the scan-to-email function with a sample document, and confirmed successful delivery.",Desktop Support,47.3
INC103008,2025-08-18 19:25:17,Database,Data Integrity,Critical,"Application showing inconsistent data, possible database corruption",An unexpected application crash during a batch write operation left the affected table in an inconsistent state.,"Restored the affected table from the most recent verified backup, replayed transaction logs to minimize data loss, validated data integrity with the business team, and identified the root application bug for a permanent fix.",Application Support,0.9
INC103009,2025-08-19 00:27:43,Database,Data Integrity,High,Data integrity issue reported by finance team in database,An unexpected application crash during a batch write operation left the affected table in an inconsistent state.,"Restored the affected table from the most recent verified backup, replayed transaction logs to minimize data loss, validated data integrity with the business team, and identified the root application bug for a permanent fix.",Application Support,7.4
INC103010,2025-08-19 07:17:09,Password Reset,Sync Failure,High,Cloud password out of sync with on-prem Active Directory,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,8.2
INC103011,2025-08-19 08:19:03,Desktop,Boot Failure,Low,Desktop hangs at black screen during startup,A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,63.4
INC103012,2025-08-19 08:28:10,Outlook,Sync Issue,Low,New emails not appearing in Outlook inbox despite arriving on webmail,"The local OST cache file had become corrupted, preventing synchronization between the Outlook client and the Exchange Online mailbox.","Closed Outlook, deleted the corrupted OST file from the local profile cache, reopened Outlook to trigger a fresh download of mailbox data, and confirmed new emails were syncing correctly.",Messaging Team,23.2
INC103013,2025-08-19 09:24:37,Database,Connection Timeout,Critical,Application reporting database connection timeout errors,"The database connection pool had reached its maximum configured limit during peak usage hours, causing new connection requests to time out.","Increased the maximum connection pool size in the database configuration, identified and optimized a long-running query that was holding connections open, and confirmed stable connectivity during peak load testing.",Application Support,3.8
INC103014,2025-08-19 09:47:58,WiFi,Device Onboarding,High,New device repeatedly fails to join the restricted SSID,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,4.8
INC103015,2025-08-19 10:13:31,Database,Connectivity,Critical,Database authentication failing for service account,"The service account's password had expired per security policy, but the application's connection string had not been updated with the new credentials.","Reset the service account password and updated the credential in the secure application configuration vault, restarted the application service to pick up the new credentials, and confirmed successful database connectivity.",Application Support,1.5
INC103016,2025-08-19 12:07:14,Desktop,Display,Medium,"External monitor not displaying anything, just a black screen",A loose display cable connection at the graphics card was preventing the video signal from reaching the monitor.,"Reseated the display cable at both the monitor and graphics card ends, tested with an alternate cable to rule out a faulty cable, and confirmed video output was restored.",Desktop Support,19.9
INC103017,2025-08-19 14:58:01,Office 365,Activation,Critical,Office applications showing 'unlicensed product' error,A token refresh failure between the local Office installation and the Azure AD authentication service caused the activation status to lapse.,"Signed the user out of all Office applications, cleared cached credentials using Credential Manager, signed back in with corporate credentials, and confirmed Office reactivated successfully.",Cloud Operations,2.8
INC103018,2025-08-19 16:50:37,Office 365,Activation,Low,"Office 365 apps require reactivation, showing red banner",A token refresh failure between the local Office installation and the Azure AD authentication service caused the activation status to lapse.,"Signed the user out of all Office applications, cleared cached credentials using Credential Manager, signed back in with corporate credentials, and confirmed Office reactivated successfully.",Cloud Operations,64.9
INC103019,2025-08-19 17:29:00,Software Installation,Update Compatibility,Low,Features missing or broken following a software version update,The latest software update introduced a compatibility issue with the company's customized configuration settings.,"Identified the specific update causing the issue through vendor release notes, rolled back to the previous stable version while the vendor addressed the bug, and scheduled a controlled update once a patched version was released.",Application Support,23.5
INC103020,2025-08-19 17:47:17,Password Reset,MFA Reset,High,User cannot approve MFA prompts on their new device,"The user's MFA authentication method was tied to a mobile device that was no longer in their possession, blocking the second authentication factor.","Verified the user's identity through alternate means per security policy, removed the old MFA device registration in Azure AD, guided the user through re-registering MFA on their new device, and confirmed successful login.",Security Team,1.8
INC103021,2025-08-19 18:12:22,Printer,Connectivity,Medium,Network printer not detected when trying to add it in Windows,"The printer's IP address had changed after a DHCP lease renewal, and the client's printer configuration still pointed to the old address.","Identified the new printer IP address via the print server console, removed the old printer connection on the client machine, reinstalled the printer using the updated IP address, and confirmed a successful test print.",Desktop Support,8.3
INC103022,2025-08-19 18:36:26,Network,DNS,Critical,"Internal portal not resolving, only works with IP address","The primary internal DNS server service had stopped responding due to a memory leak, causing name resolution failures for clients pointed to it.","Restarted the DNS server service, cleared the DNS cache on affected client machines using ipconfig /flushdns, verified zone records were intact, and confirmed name resolution was working normally.",Network Team,2.5
INC103023,2025-08-19 19:06:30,Security,Device Restriction,Critical,Cannot use USB drive due to security restriction,USB storage device access was intentionally restricted by endpoint security policy to prevent unauthorized data exfiltration.,"Confirmed the restriction was policy-driven and intentional, discussed the user's business need, and submitted an exception request for the specific device to be whitelisted by the security team once approved.",Security Team,1.9
INC103024,2025-08-19 19:12:37,Microsoft Teams,Screen Sharing,Medium,Other participants cannot see shared screen in Teams call,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,8.7
INC103025,2025-08-19 19:34:09,Active Directory,Group Membership,Medium,User added to security group but still cannot access the resource,"The user's Kerberos ticket had not refreshed since the group membership change, so the new permissions were not reflected in their active session.","Confirmed the group membership change was correctly applied in Active Directory, had the user log off and back on to refresh their Kerberos ticket, and verified access to the resource was now working.",Security Team,21.2
INC103026,2025-08-19 19:39:02,Laptop,Battery,Medium,Laptop battery drains within an hour of unplugging,"The laptop battery had reached the end of its usable lifecycle after several years of charge cycles, reducing its capacity significantly.","Ran a battery health diagnostic confirming significantly degraded capacity, ordered and installed a replacement battery from approved vendor stock, and verified normal battery performance after replacement.",Desktop Support,27.6
INC103027,2025-08-19 19:59:16,WiFi,Performance,High,WiFi speeds are extremely slow in the conference room,Access point congestion due to a high density of connected devices in one area was exceeding the recommended client capacity per access point.,"Analyzed access point client load using the wireless controller dashboard, deployed an additional access point to balance the load, enabled band steering to push capable devices to the less congested 5GHz band, and confirmed improved speeds.",Network Team,7.7
INC103028,2025-08-20 07:45:28,Office 365,Storage Quota,Medium,OneDrive sync stopped due to exceeding storage quota,The user's OneDrive storage usage had grown beyond the standard allocation due to large video files stored without cleanup.,"Reviewed storage usage in OneDrive admin reports, worked with the user to archive or delete unnecessary large files, requested a temporary storage quota increase for the business justification, and confirmed sync resumed.",Cloud Operations,5.3
INC103029,2025-08-20 09:29:08,Software Installation,Update Compatibility,Medium,Software behaves incorrectly since the last automatic update,The latest software update introduced a compatibility issue with the company's customized configuration settings.,"Identified the specific update causing the issue through vendor release notes, rolled back to the previous stable version while the vendor addressed the bug, and scheduled a controlled update once a patched version was released.",Application Support,14.3
INC103030,2025-08-20 11:12:02,Security,Suspicious Login,High,Impossible travel alert flagged on user's account,"The user had traveled internationally and signed in from a new location without prior notice, triggering the conditional access risk policy.","Contacted the user to verify the login was legitimate, confirmed travel details, cleared the risk flag in Azure AD Identity Protection, and reminded the user to enable travel notifications for future trips.",Security Team,1.5
INC103031,2025-08-20 14:46:42,Network,Firewall / Access,High,New branch office cannot access head office systems,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,3.4
INC103032,2025-08-20 15:03:26,Laptop,Performance,Medium,"Performance issues reported on company laptop, very laggy",Excessive startup applications and accumulated temporary files were consuming system resources and slowing down boot and overall performance.,"Disabled unnecessary startup applications via Task Manager, cleared temporary files and browser cache using Disk Cleanup, ran a malware scan to rule out infection, and confirmed improved boot time and responsiveness.",Desktop Support,11.7
INC103033,2025-08-21 08:14:25,Email,Mailbox Quota,High,User receiving 'mailbox full' errors and cannot send new email,The user's mailbox had exceeded its assigned storage quota due to large attachments accumulated over time without archiving.,"Archived older emails with large attachments to a local PST file, emptied the deleted items and junk folders, requested a temporary quota increase in Exchange Online, and confirmed mail flow resumed normally.",Messaging Team,3.2
INC103034,2025-08-21 10:11:37,Printer,Driver Issue,Medium,Printer stopped working after a recent Windows update,The recent Windows update overwrote the existing printer driver with an incompatible generic driver.,"Uninstalled the incompatible generic driver, downloaded and installed the manufacturer-certified driver version, reconfigured the default printer settings, and verified successful printing.",Desktop Support,13.8
INC103035,2025-08-21 10:42:13,WiFi,Guest Network,Medium,Guest network captive portal not loading for visitor login,"The guest network's captive portal certificate had expired, preventing the login page from loading securely on visitor devices.","Renewed the expired SSL certificate for the captive portal, updated the certificate on the wireless controller, tested the guest login flow from a visitor device, and confirmed successful internet access.",Network Team,4.7
INC103036,2025-08-21 11:20:13,Desktop,Boot Failure,Medium,Desktop hangs at black screen during startup,A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,16.8
INC103037,2025-08-21 18:39:53,Password Reset,Sync Failure,Low,Cloud password out of sync with on-prem Active Directory,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,18.5
INC103038,2025-08-21 19:41:32,Password Reset,MFA Reset,Medium,Multi-factor authentication broken after device replacement,"The user's MFA authentication method was tied to a mobile device that was no longer in their possession, blocking the second authentication factor.","Verified the user's identity through alternate means per security policy, removed the old MFA device registration in Azure AD, guided the user through re-registering MFA on their new device, and confirmed successful login.",Security Team,16.4
INC103039,2025-08-22 03:29:31,Printer,Connectivity,High,Network printer not detected when trying to add it in Windows,"The printer's IP address had changed after a DHCP lease renewal, and the client's printer configuration still pointed to the old address.","Identified the new printer IP address via the print server console, removed the old printer connection on the client machine, reinstalled the printer using the updated IP address, and confirmed a successful test print.",Desktop Support,9.2
INC103040,2025-08-22 07:04:44,Microsoft Teams,Screen Sharing,Low,Unable to share desktop in Teams meeting,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,35.9
INC103041,2025-08-22 07:06:29,Microsoft Teams,Screen Sharing,Low,Screen sharing fails or shows black screen during Teams call,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,15.3
INC103042,2025-08-22 07:25:06,Security,Unauthorized Access,Critical,Repeated failed authentication attempts on a service account,An external actor was attempting credential stuffing attacks against a privileged account using a list of leaked passwords.,"Locked the targeted account immediately, forced a password reset with enhanced complexity requirements, enabled mandatory MFA for the account, and blocked the source IP addresses at the firewall.",Security Team,1.0
INC103043,2025-08-22 08:53:52,Microsoft Teams,Screen Sharing,High,Other participants cannot see shared screen in Teams call,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,8.6
INC103044,2025-08-22 11:21:55,Outlook,Application Crash,High,Outlook crashes immediately every time it is opened,A corrupted Outlook profile and a damaged add-in were causing the application to crash during initialization.,"Started Outlook in safe mode to confirm an add-in conflict, disabled the problematic COM add-in, rebuilt the Outlook profile from Control Panel, and verified Outlook opened and synced normally.",Messaging Team,8.2
INC103045,2025-08-22 11:25:03,VPN,Configuration,Medium,VPN connection profile disappeared following OS reinstall,"The VPN configuration profile was not included in the standard imaging process, so the freshly imaged device had no preconfigured connection.","Pushed the corporate VPN configuration profile via the software deployment tool, manually verified profile settings including gateway address and authentication method, and tested a successful connection.",Desktop Support,17.2
INC103046,2025-08-22 11:26:14,Printer,Print Queue,Medium,Printer shows online but documents won't print,The print spooler service had become unresponsive due to a corrupted print job stuck in the queue.,"Stopped the print spooler service, deleted stuck print jobs from the spool folder, restarted the print spooler service, and confirmed a test print completed successfully.",Desktop Support,7.0
INC103047,2025-08-22 13:21:49,Microsoft Teams,Meetings,Medium,Teams meeting link gives error when clicked,An outdated Teams client version was incompatible with the meeting service's updated calling infrastructure.,"Updated the Teams client to the latest version through the app's update mechanism, restarted the application, verified microphone and camera permissions were granted, and confirmed successful meeting join with working audio and video.",Cloud Operations,26.9
INC103048,2025-08-22 13:28:56,Software Installation,Update Compatibility,Low,Features missing or broken following a software version update,The latest software update introduced a compatibility issue with the company's customized configuration settings.,"Identified the specific update causing the issue through vendor release notes, rolled back to the previous stable version while the vendor addressed the bug, and scheduled a controlled update once a patched version was released.",Application Support,19.5
INC103049,2025-08-22 13:44:33,Active Directory,Account Disabled,High,Active Directory account disabled unexpectedly,An automated offboarding script incorrectly matched and disabled an active employee's account due to a similar username to a departing employee.,"Identified the cause via audit logs, re-enabled the user account in Active Directory, verified all group memberships and permissions remained intact, and flagged the offboarding script for a logic fix to prevent recurrence.",Security Team,1.2
INC103050,2025-08-22 13:45:05,Software Installation,New Software Request,Low,Department requesting a new productivity tool be installed,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,52.1
INC103051,2025-08-22 14:35:11,Microsoft Teams,Notifications,Low,User missing Teams alerts despite having notifications enabled,Windows Focus Assist settings combined with disabled notification permissions for Teams in Windows Settings were suppressing notification banners.,"Checked Windows notification settings and enabled notifications for Microsoft Teams, disabled Focus Assist during work hours, verified notification settings within the Teams app itself, and confirmed alerts were now appearing.",Desktop Support,44.3
INC103052,2025-08-22 17:07:56,Password Reset,Account Lockout,Medium,"User locked out of domain account, unsure why","An old cached password on a mobile device was repeatedly attempting authentication with outdated credentials, triggering the account lockout policy.","Unlocked the Active Directory account using AD Users and Computers, identified the mobile device with cached old credentials, updated the password on the device, and confirmed the account remained unlocked.",Security Team,7.2
INC103053,2025-08-22 17:25:32,Active Directory,Group Policy,Low,Group policy not applying correctly after organizational unit change,"Group Policy Objects linked to the previous organizational unit were not linked to the new OU, causing loss of policy-based resource access.","Reviewed GPO links in Group Policy Management Console, linked the appropriate policies to the new organizational unit, ran gpupdate /force on affected machines, and confirmed restored access.",Security Team,63.0
INC103054,2025-08-22 18:30:20,Desktop,Display,High,"External monitor not displaying anything, just a black screen",A loose display cable connection at the graphics card was preventing the video signal from reaching the monitor.,"Reseated the display cable at both the monitor and graphics card ends, tested with an alternate cable to rule out a faulty cable, and confirmed video output was restored.",Desktop Support,2.5
INC103055,2025-08-22 22:16:36,WiFi,Guest Network,Low,Guest WiFi network not providing internet access to visitors,"The guest network's captive portal certificate had expired, preventing the login page from loading securely on visitor devices.","Renewed the expired SSL certificate for the captive portal, updated the certificate on the wireless controller, tested the guest login flow from a visitor device, and confirmed successful internet access.",Network Team,14.0
INC103056,2025-08-23 01:24:27,WiFi,Device Onboarding,High,Device not provisioned correctly for wireless network access,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,8.9
INC103057,2025-08-23 01:32:12,Network,Outage,Critical,Entire finance department lost network connectivity,A core switch failure in the building's network closet caused a loss of connectivity for all connected devices.,"Identified the failed core switch via monitoring alerts, failed over traffic to the redundant switch, replaced the faulty hardware, and restored full connectivity for the affected department.",Network Team,3.4
INC103058,2025-08-24 01:49:18,Office 365,OneDrive Sync,Medium,OneDrive icon shows a permanent sync error in the taskbar,A file path exceeding the maximum character limit was causing the OneDrive sync client to fail on specific files.,"Identified the files with excessively long file paths using the OneDrive sync diagnostic tool, renamed and relocated the affected files to shorten the path, reset the OneDrive sync client, and confirmed successful synchronization.",Cloud Operations,12.4
INC103059,2025-08-24 02:04:36,Office 365,Installation,Low,Office installation rolls back partway through setup,A corrupted previous installation of Office on the device was conflicting with the new installation attempt.,"Ran the Microsoft Support and Recovery Assistant to fully remove remnants of the previous Office installation, downloaded a fresh installer from the Microsoft 365 portal, and confirmed successful installation and activation.",Desktop Support,50.4
INC103060,2025-08-24 09:46:57,VPN,Performance,Medium,Remote desktop over VPN is laggy and unusable,"Split tunneling was disabled, routing all traffic including non-corporate internet usage through the VPN concentrator and saturating available bandwidth.","Enabled split tunneling in the VPN profile so only corporate traffic routes through the tunnel, applied an updated QoS policy on the VPN concentrator, and confirmed improved throughput with a speed test.",Network Team,28.9
INC103061,2025-08-24 19:28:51,VPN,Authentication,Medium,VPN login rejected immediately after password reset,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,5.1
INC103062,2025-08-25 11:12:22,Database,Connection Timeout,High,Application unable to establish a connection to the database,"The database connection pool had reached its maximum configured limit during peak usage hours, causing new connection requests to time out.","Increased the maximum connection pool size in the database configuration, identified and optimized a long-running query that was holding connections open, and confirmed stable connectivity during peak load testing.",Application Support,4.4
INC103063,2025-08-25 11:41:59,Desktop,Boot Failure,High,Desktop hangs at black screen during startup,A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,5.7
INC103064,2025-08-25 16:01:16,SharePoint,Migration,Medium,Links to SharePoint documents broken after site migration,"The site migration changed the underlying site URL structure, invalidating previously shared and bookmarked links.","Documented the URL mapping between old and new site structures, set up redirects where possible, communicated the new links to affected users, and updated bookmarks in commonly used reference documents.",Cloud Operations,28.5
INC103065,2025-08-25 16:49:25,Laptop,Blue Screen,High,Laptop showing blue screen of death repeatedly,A faulty RAM module was causing memory corruption errors leading to repeated blue screen crashes.,"Ran the Windows Memory Diagnostic tool which confirmed RAM errors, replaced the faulty memory module, ran extended diagnostics to confirm stability, and monitored the device for 24 hours with no further crashes.",Desktop Support,6.3
INC103066,2025-08-25 17:49:13,Password Reset,Account Lockout,High,Repeated lockouts occurring on the same user account,"An old cached password on a mobile device was repeatedly attempting authentication with outdated credentials, triggering the account lockout policy.","Unlocked the Active Directory account using AD Users and Computers, identified the mobile device with cached old credentials, updated the password on the device, and confirmed the account remained unlocked.",Security Team,8.0
INC103067,2025-08-25 18:46:01,VPN,Configuration,Low,VPN connection profile disappeared following OS reinstall,"The VPN configuration profile was not included in the standard imaging process, so the freshly imaged device had no preconfigured connection.","Pushed the corporate VPN configuration profile via the software deployment tool, manually verified profile settings including gateway address and authentication method, and tested a successful connection.",Desktop Support,27.1
INC103068,2025-08-25 19:08:09,Security,Data Loss Prevention,High,User blocked from emailing a file due to DLP policy,"The file contained data matching sensitive information patterns, such as credit card numbers, correctly triggering the data loss prevention policy.","Reviewed the flagged content with the user to confirm it contained sensitive data, guided the user to use the approved secure file transfer method instead, and documented the incident per data handling policy.",Security Team,9.3
INC103069,2025-08-25 21:04:34,Network,Performance,Medium,Overall network throughput degraded since this morning,A broadcast storm caused by a misconfigured switch loop was consuming excessive bandwidth across the network segment.,"Identified the loop using switch port monitoring, disabled the offending port, enabled spanning tree protocol on the affected switches to prevent future loops, and confirmed network speeds returned to normal.",Network Team,14.3
INC103070,2025-08-26 07:15:14,Email,Phishing / Security,Critical,Possible phishing attempt reported by finance department user,"A phishing email impersonating a known vendor was sent to multiple users, attempting to harvest credentials through a fake login page.","Confirmed the email was malicious through header analysis, blocked the sender domain at the email gateway, purged the message from all affected mailboxes using Microsoft Purview, and notified affected users with security awareness guidance.",Security Team,3.8
INC103071,2025-08-26 07:51:03,Email,Mail Flow,Medium,External email delivery failing with NDR error,An outbound transport rule misconfiguration was blocking emails sent to specific external domains.,"Reviewed mail flow logs in the Exchange admin center, identified the incorrect transport rule, corrected the recipient domain conditions, and confirmed successful delivery of a test email to an external address.",Messaging Team,29.2
INC103072,2025-08-26 11:11:07,Email,Mail Flow,Low,"User cannot send emails to external domains, only internal works",An outbound transport rule misconfiguration was blocking emails sent to specific external domains.,"Reviewed mail flow logs in the Exchange admin center, identified the incorrect transport rule, corrected the recipient domain conditions, and confirmed successful delivery of a test email to an external address.",Messaging Team,67.3
INC103073,2025-08-26 13:02:27,Security,Unauthorized Access,Low,Brute force attack detected against admin account,An external actor was attempting credential stuffing attacks against a privileged account using a list of leaked passwords.,"Locked the targeted account immediately, forced a password reset with enhanced complexity requirements, enabled mandatory MFA for the account, and blocked the source IP addresses at the firewall.",Security Team,15.7
INC103074,2025-08-26 14:33:51,Network,Firewall / Access,High,New branch office cannot access head office systems,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,3.5
INC103075,2025-08-26 15:17:57,Desktop,Display,Low,Desktop monitor shows no signal even though PC is running,A loose display cable connection at the graphics card was preventing the video signal from reaching the monitor.,"Reseated the display cable at both the monitor and graphics card ends, tested with an alternate cable to rule out a faulty cable, and confirmed video output was restored.",Desktop Support,54.8
INC103076,2025-08-26 15:30:49,Application Access,Access Request,Medium,User requires elevated application access following role change,Standard access request requiring removal of previous role-based permissions and provisioning of new role-appropriate application access.,"Validated the access request against manager approval and the role-based access control matrix, removed outdated permissions from the previous role, provisioned access to the new required applications, and confirmed the user could access all needed systems.",Application Support,7.4
INC103077,2025-08-26 16:58:54,Network,Firewall / Access,Medium,New branch office cannot access head office systems,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,12.0
